id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2630307,Mooie ruime appartement te huur,13473450,Anna,,Bijlmer-Oost,52.322105203569116,4.966408805476498,Entire home/apt,75,4,9,2015-06-01,0.35,1,362
13054514,Comfortable light 90 sq mtr apartment with view,72273355,Marije,,Bijlmer-Oost,52.321494807579306,4.978443345331418,Entire home/apt,115,3,0,,,1,68
4831606,Room in Amsterdam in a new house!!,24314617,Jorim,,Bijlmer-Oost,52.32727036486493,4.967351995112772,Private room,45,4,12,2016-03-22,0.69,1,277
9268952,Split level apartment 2 bedrooms,48144218,Paul,,Bijlmer-Oost,52.32127464362183,4.9696730624067875,Entire home/apt,69,2,8,2016-05-30,1.34,1,2
11173797,Nice and comfortable apartment,58145966,Isa,,Bijlmer-Oost,52.31759365831564,4.978789112082304,Entire home/apt,180,1,16,2016-06-01,4.95,4,254
7706472,Spacious With A Beautiful View,38310525,Dearing,,Bijlmer-Oost,52.3216185549668,4.9782714052738815,Entire home/apt,109,2,37,2016-05-16,3.75,1,282
3905287,B&B# green oasis with free parking,16567328,Thea,,Bijlmer-Oost,52.319784253576934,4.962587247424782,Private room,70,2,73,2016-05-16,3.37,1,297
5870618,Cosy Apartment + Wifi,19765075,JLarry,,Bijlmer-Oost,52.32319028010555,4.972298405760071,Entire home/apt,250,1,1,2015-05-07,0.08,1,0
9833390,Clean modern appartment near city,50228985,Jonas,,Bijlmer-Oost,52.31458819291751,4.982022448792976,Entire home/apt,129,4,1,2016-05-06,1,1,46
12031955,"Big, sunny spacious house",34267211,Irene,,Bijlmer-Oost,52.32484179665963,4.982480159171627,Entire home/apt,120,5,0,,,1,0
11469902,Spacious & Furnished appartment,35360630,Nicky,,Bijlmer-Oost,52.32022149637086,4.983093684459531,Entire home/apt,100,3,8,2016-05-08,2.89,1,180
12850813,Great Apartment for families,70203818,Rachelle,,Bijlmer-Oost,52.31443490337085,4.9823508652376685,Entire home/apt,110,1,1,2016-05-13,1,1,0
3462884,Private Modern Room + Sunny Terrace,11969034,Raul,,Noord-Oost,52.40383082087025,4.938426697218918,Private room,60,4,96,2016-05-25,4.13,6,24
13268428,Spacious room only 15 min. to centre of Amsterdam,2527236,Janine,,Noord-Oost,52.395586294686176,4.955375193697261,Private room,55,2,0,,,3,30
3637400,Nice & cosy room close to the citycenter,9110671,Ana,,Noord-Oost,52.401569517314805,4.924764035747808,Private room,49,2,59,2016-05-30,5.28,1,236
9474404,homey room for 1,48059620,Aura,,Noord-Oost,52.39639711961589,4.953759806297187,Private room,38,2,12,2016-05-15,2.02,1,347
11859831,SpazioArte Amsterdam,63215612,Ed,,Noord-Oost,52.39553330590017,4.9410197683784265,Private room,60,1,4,2016-05-17,1.74,1,0
10868311,Large Clean & Modern Room for rent,2160394,Serge,,Noord-Oost,52.39711340113671,4.940607195787829,Private room,60,1,0,,,1,63
9959224,"room for 2 people, garage included",51175862,Elvira,,Noord-Oost,52.40407190905868,4.930830646338759,Private room,65,1,1,2016-01-01,0.19,1,61
13293783,Light and quiet room in a green neighborhood NORTH,36431663,Jasmijn,,Noord-Oost,52.39703677518472,4.933106953430053,Private room,75,2,0,,,1,0
7822985,Luxury apartment for 4 persons,29591818,Frans,,Noord-Oost,52.40238962052545,4.942974958767861,Entire home/apt,150,4,0,,,2,5
5897261,Your double apartment on wheels,3040748,Henk,,Noord-Oost,52.41121372991402,4.947321391956235,Entire home/apt,70,2,24,2016-05-15,1.80,10,161
3539616,kamer in dijkhuis aan  IJsselmeer  ,17818756,Peter,,Noord-Oost,52.37778852843909,4.993286407913424,Private room,80,2,6,2016-03-29,0.27,1,208
9389404,Rustig gelegen studio in Durgerdam,48705328,Ans,,Noord-Oost,52.37514509550576,4.984980916653469,Private room,90,4,0,,,1,365
6901054,NICE AMSTERDAM! Familyhome!!,32294984,Christel,,Noord-Oost,52.40695501337769,4.92938661409129,Entire home/apt,145,7,1,2015-07-31,0.10,1,51
3279250,Farmhouse 1 km from Amsterdam,16575399,Harry And Chantel,,Noord-Oost,52.41048558855645,4.961479907175513,Entire home/apt,220,7,18,2015-10-31,0.78,2,26
11556728,Gypsy Waggon - Your villa on wheels,3040748,Henk,,Noord-Oost,52.413163650845966,4.945775227762968,Entire home/apt,91,2,2,2016-05-08,1.25,10,181
13199738,Family house at dyke with great garden,73931475,Zander,,Noord-Oost,52.37994424797125,5.000105588352865,Entire home/apt,175,3,0,,,1,34
9555135,Stunning Houseboat in Amsterdam,47252533,Jason,,Noord-Oost,52.379024470208236,4.975130069169515,Entire home/apt,159,2,15,2016-05-25,3.08,2,0
7720233,Family house between city & nature,40565277,Iris,,Noord-Oost,52.405425033615465,4.933314821353228,Entire home/apt,125,5,0,,,1,0
6463787,Wooden Garden House,9064164,Rachel,,Noord-Oost,52.41487865357878,5.026700926309879,Entire home/apt,85,3,32,2016-05-24,2.56,1,281
3150016,Cosy B&B in 'rural Amsterdam',15990489,Wendie,,Noord-Oost,52.421283245162996,5.002262410875266,Entire home/apt,80,2,7,2016-04-10,1.13,1,280
12829995,Spacious house with sunny garden,30828484,Harry,,Noord-Oost,52.39110420987736,4.953849003375745,Entire home/apt,149,4,0,,,1,85
886192,Luxurious and spacious mobile home ,4698057,Bjorn,,Noord-Oost,52.38475125121104,5.013557279589737,Entire home/apt,90,2,8,2016-03-09,0.32,1,118
8649281,Big family house 12 minutes from CS,13861116,August,,Noord-Oost,52.39674953823747,4.957236916369603,Entire home/apt,55,1,6,2015-11-12,0.79,5,67
4482546,Familievriendelijk dijkhuis A'dam,19695482,Rudy & Carol,,Noord-Oost,52.38516199636309,4.957860838331678,Entire home/apt,150,5,7,2016-05-16,0.56,1,152
11645848,Relaxed and spacious family house,55754730,Christel,,Noord-Oost,52.3894034062231,4.955929828096382,Entire home/apt,249,2,0,,,1,12
2550665,*Beautiful *lakeside*family-house  ,12997063,"Milah, Abram En Aram",,Noord-Oost,52.414304498403425,5.027688954448574,Entire home/apt,170,2,11,2015-07-27,0.44,1,243
